Title,Title_URL,Image,_3lwzlk,_2_r_dz,_2_r_dz1,rgwa7d,rgwa7d2,rgwa7d3,rgwa7d4,_30jeq3,_3i9_wc,,,
ViewSonic 24 Inch Full HD LED Backlit VA Panel Frameless Gaming Monitor (VX2418-P-MHD),https://www.flipkart.com/viewsonic-24-inch-full-hd-led-backlit-va-panel-frameless-gaming-monitor-vx2418-p-mhd/p/itm5bf58d749ae1d?pid=MONG3SFRHVX7TF5H&lid=LSTMONG3SFRHVX7TF5HFHXXSV&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_16&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&iid=en_cZHpFK%2FrjHskeIET063rZF9YOUnf9nSS9zV%2FHGHgATlPEhPT2nlHVGkW3FRCXvOIwVbALklDqHypfr7P7gIIUw%3D%3D&ssid=k11o8nwa6o0000001657562206800&qH=08b5411f848a2581,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/monitor/o/k/b/vx2418-p-mhd-full-hd-vs18572-viewsonic-original-imag7a3x4usufpep.jpeg?q=70,4.4,14 Ratings,4 Reviews,Panel Type: VA Panel,Screen Resolution Type: Full HD,Brightness: 250 nits,Response Time: 1 ms | Refresh Rate: 165 Hz,"?14,999","?23,600",,,
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-f12-sky-blue-64-gb/p/itm0319ce24f74aa?pid=MOBGFG79BVGDHGWV&lid=LSTMOBGFG79BVGDHGWVGF2CRI&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79BVGDHGWV.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?9,499","?12,999",,,
"POCO C31 (Royal Blue, 64 GB)",https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPR5ICMK&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7GKQK4KZP.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,4.4,"81,294 Ratings","4,718 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?9,999","?11,999",,,
"POCO C31 (Shadow Gray, 64 GB)",https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHSM0ZN5&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7UBFXXMCH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/b/o/m/c31-mzb0a0min-poco-original-imag7bzqxekkpkrv.jpeg?q=70,4.4,"81,294 Ratings","4,718 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?10,009","?11,999",,,
"realme C11 2021 (Cool Grey, 32 GB)",https://www.flipkart.com/realme-c11-2021-cool-grey-32-gb/p/itmbd856acb97c38?pid=MOBG4BEGX8QYNKGZ&lid=LSTMOBG4BEGX8QYNKGZ8JGQTA&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG4BEGX8QYNKGZ.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/s/b/8/c11-2021-rmx3231-realme-original-imag4j4xkqchhfxk.jpeg?q=70,4.4,"2,13,427 Ratings","9,488 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?7,499","?7,999",,,
"realme C11 2021 (Cool Blue, 32 GB)",https://www.flipkart.com/realme-c11-2021-cool-blue-32-gb/p/itmbd856acb97c38?pid=MOBG4BEG3HG78BDG&lid=LSTMOBG4BEG3HG78BDGOBNGF8&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG4BEG3HG78BDG.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/o/4/x/c11-2021-rmx3231-realme-original-imag4j4yrdt7d9cj.jpeg?q=70,4.4,"2,13,427 Ratings","9,488 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?7,499","?7,999",,,
"realme C11 2021 (Cool Blue, 64 GB)",https://www.flipkart.com/realme-c11-2021-cool-blue-64-gb/p/itmbd856acb97c38?pid=MOBG5BCDBHPYMT5B&lid=LSTMOBG5BCDBHPYMT5BRH0C2B&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG5BCDBHPYMT5B.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/o/4/x/c11-2021-rmx3231-realme-original-imag4j4yrdt7d9cj.jpeg?q=70,4.3,"1,86,771 Ratings","10,375 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?8,999","?9,999",,,
"realme C11 2021 (Cool Grey, 64 GB)",https://www.flipkart.com/realme-c11-2021-cool-grey-64-gb/p/itmbd856acb97c38?pid=MOBG5BCDJ68N57TH&lid=LSTMOBG5BCDJ68N57THYT3XBW&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG5BCDJ68N57TH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/s/b/8/c11-2021-rmx3231-realme-original-imag4j4xkqchhfxk.jpeg?q=70,4.3,"1,86,771 Ratings","10,375 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?8,999","?9,999",,,
"realme C31 (Light Silver, 32 GB)",https://www.flipkart.com/realme-c31-light-silver-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVA3DANQNQH&lid=LSTMOBGCGVA3DANQNQHPKNMV9&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVA3DANQNQH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/f/t/x/-original-imagcyj4unsxhadw.jpeg?q=70,4.5,"19,072 Ratings",729 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?7,999","?10,999",,,
"realme C31 (Dark Green, 32 GB)",https://www.flipkart.com/realme-c31-dark-green-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVAXYT3EGYR&lid=LSTMOBGCGVAXYT3EGYRW8CSTQ&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVAXYT3EGYR.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/p/r/0/-original-imagcyj2prahc4pk.jpeg?q=70,4.5,"19,072 Ratings",729 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?7,999","?10,999",,,
"SAMSUNG Galaxy F12 (Sea Green, 64 GB)",https://www.flipkart.com/samsung-galaxy-f12-sea-green-64-gb/p/itm4d3582cd695fd?pid=MOBGFG794YPQ9RAE&lid=LSTMOBGFG794YPQ9RAEGUPPTW&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG794YPQ9RAE.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?9,499","?12,999",,,
"realme C31 (Dark Green, 64 GB)",https://www.flipkart.com/realme-c31-dark-green-64-gb/p/itme0f2960da9bbb?pid=MOBGCGVAZXRCZJNE&lid=LSTMOBGCGVAZXRCZJNEAEVV0M&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVAZXRCZJNE.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/p/r/0/-original-imagcyj2prahc4pk.jpeg?q=70,4.4,"19,460 Ratings",986 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?9,999","?11,999",,,
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f12-sky-blue-128-gb/p/itmbe3d99dae33a0?pid=MOBGFG79BPTJWHKS&lid=LSTMOBGFG79BPTJWHKSOYSLM0&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79BPTJWHKS.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?10,499","?13,999",,,
"REDMI 9i Sport (Carbon Black, 64 GB)",https://www.flipkart.com/redmi-9i-sport-carbon-black-64-gb/p/itm17ed463dc779a?pid=MOBG6WQWRGRRDBH6&lid=LSTMOBG6WQWRGRRDBH6DJKEOT&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG6WQWRGRRDBH6.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/p/8/u/9i-sport-mzb0a5iin-redmi-original-imag785qegs5ghyy.jpeg?q=70,4.4,"1,21,080 Ratings","6,908 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery,"?8,799","?9,999",,,
"REDMI 9i Sport (Metallic Blue, 64 GB)",https://www.flipkart.com/redmi-9i-sport-metallic-blue-64-gb/p/itmeb95d0b4616cc?pid=MOBG6WQWQZZMGQCU&lid=LSTMOBG6WQWQZZMGQCUPYXGVY&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG6WQWQZZMGQCU.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/x/x/t/9i-sport-mzb0a10in-redmi-original-imag785rwf3q8sft.jpeg?q=70,4.4,"1,21,080 Ratings","6,908 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery,"?8,799","?9,999",,,
"POCO C31 (Royal Blue, 32 GB)",https://www.flipkart.com/poco-c31-royal-blue-32-gb/p/itm9656ebd21e0b3?pid=MOBG73E7ZBHHQ3RB&lid=LSTMOBG73E7ZBHHQ3RBDYSPVO&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7ZBHHQ3RB.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,4.4,"59,520 Ratings","3,582 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?8,999","?10,999",,,
