Title,Title_URL,Image,_3lwzlk,_2_r_dz,_2_r_dz1,rgwa7d,rgwa7d2,rgwa7d3,rgwa7d4,_30jeq3,_3i9_wc,,,
acer 21.5 inch Full HD LED Backlit VA Panel Monitor (22CV1Q),https://www.flipkart.com/acer-21-5-inch-full-hd-led-backlit-va-panel-monitor-22cv1q/p/itm6fa48a48ba0c1?pid=MONGFHH7DTZDKHWT&lid=LSTMONGFHH7DTZDKHWTUJVFJX&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&iid=515aa6be-6f25-4891-ab01-f7320963f567.MONGFHH7DTZDKHWT.SEARCH&ssid=k11o8nwa6o0000001657562206800&qH=08b5411f848a2581,https://rukminim1.flixcart.com/image/312/312/kwcfngw0/monitor/h/7/t/-original-imag9fg2gvrfzpfs.jpeg?q=70,4.3,"1,159 Ratings",164 Reviews,Panel Type: VA Panel,Screen Resolution Type: Full HD,Brightness: 250 Nits,Response Time: 5 ms | Refresh Rate: 75 Hz,"?8,850","?13,000",,,
Enter 15.4 inch SXGA Monitor (VGA led Monitor),https://www.flipkart.com/enter-15-4-inch-sxga-monitor-vga-led-monitor/p/itm656efc3f6a447?pid=MONGBCZNGKFS3P2M&lid=LSTMONGBCZNGKFS3P2M9QD0DS&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&iid=515aa6be-6f25-4891-ab01-f7320963f567.MONGBCZNGKFS3P2M.SEARCH&ssid=k11o8nwa6o0000001657562206800&qH=08b5411f848a2581,https://rukminim1.flixcart.com/image/312/312/kzblocw0/monitor/f/m/k/vga-led-monitor-sxga-15-4-e-mo-ao5-enter-original-imagbczmrwamhkky.jpeg?q=70,4,62 Ratings,8 Reviews,Screen Resolution Type: SXGA,Brightness: 220 nits,Response Time: 5 ms,HDMI Ports - 1,"?3,595","?7,999",,,
LG 24 inch Full HD LED Backlit IPS Panel White Colour Monitor (24MK600M),https://www.flipkart.com/lg-24-inch-full-hd-led-backlit-ips-panel-white-colour-monitor-24mk600m/p/itmfb6jq2jgffrtj?pid=MONFB6JQFJEP7BZX&lid=LSTMONFB6JQFJEP7BZXLEIFM1&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&iid=515aa6be-6f25-4891-ab01-f7320963f567.MONFB6JQFJEP7BZX.SEARCH&ssid=k11o8nwa6o0000001657562206800&qH=08b5411f848a2581,https://rukminim1.flixcart.com/image/312/312/kthjy4w0/monitor/q/b/t/24mk600m-full-hd-24mk600m-w-lg-original-imag6tbeufsgmwhy.jpeg?q=70,4.4,"6,747 Ratings","1,120 Reviews",Panel Type: IPS Panel,Screen Resolution Type: Full HD,VGA Support | HDMI,Brightness: 250 nits,"?13,499","?16,500",,,
"ViewSonic VX 23.8 inch Full HD LED Backlit IPS Panel Frameless, Dual HDMI, Stereo Speakers Gaming Moni...",https://www.flipkart.com/viewsonic-vx-23-8-inch-full-hd-led-backlit-ips-panel-frameless-dual-hdmi-stereo-speakers-gaming-monitor-vx2481-mh/p/itm377035acb9833?pid=MONFZQVZSYJGGAQ5&lid=LSTMONFZQVZSYJGGAQ5LY7TI6&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_7_na_na_na&iid=en_cZHpFK%2FrjHskeIET063rZF9YOUnf9nSS9zV%2FHGHgATm8LHqJm42o1c%2BVxprnrY8KY6p%2BcReMiv7CNtEi55Hwpw%3D%3D&ssid=k11o8nwa6o0000001657562206800&qH=08b5411f848a2581,https://rukminim1.flixcart.com/image/312/312/kkr72q80/monitor/a/y/k/vx2481-mh-23-8-vs18022-viewsonic-original-imagyf5rb83fgyzq.jpeg?q=70,4.5,31 Ratings,5 Reviews,Panel Type: IPS Panel,Screen Resolution Type: Full HD,Brightness: 250 nits,Response Time: 1 ms | Refresh Rate: 75 Hz,"?14,999","?16,800",,,
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-f12-sky-blue-64-gb/p/itm0319ce24f74aa?pid=MOBGFG79BVGDHGWV&lid=LSTMOBGFG79BVGDHGWVGF2CRI&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_1&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79BVGDHGWV.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?9,499","?12,999",,,
"POCO C31 (Royal Blue, 64 GB)",https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPR5ICMK&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_2&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7GKQK4KZP.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,4.4,"81,294 Ratings","4,718 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?9,999","?11,999",,,
"POCO C31 (Shadow Gray, 64 GB)",https://www.flipkart.com/poco-c31-shadow-gray-64-gb/p/itm162375acb8370?pid=MOBG73E7UBFXXMCH&lid=LSTMOBG73E7UBFXXMCHSM0ZN5&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_3&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7UBFXXMCH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/b/o/m/c31-mzb0a0min-poco-original-imag7bzqxekkpkrv.jpeg?q=70,4.4,"81,294 Ratings","4,718 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?10,009","?11,999",,,
"realme C11 2021 (Cool Grey, 32 GB)",https://www.flipkart.com/realme-c11-2021-cool-grey-32-gb/p/itmbd856acb97c38?pid=MOBG4BEGX8QYNKGZ&lid=LSTMOBG4BEGX8QYNKGZ8JGQTA&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_4&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG4BEGX8QYNKGZ.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/s/b/8/c11-2021-rmx3231-realme-original-imag4j4xkqchhfxk.jpeg?q=70,4.4,"2,13,427 Ratings","9,488 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?7,499","?7,999",,,
"realme C11 2021 (Cool Blue, 32 GB)",https://www.flipkart.com/realme-c11-2021-cool-blue-32-gb/p/itmbd856acb97c38?pid=MOBG4BEG3HG78BDG&lid=LSTMOBG4BEG3HG78BDGOBNGF8&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_5&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG4BEG3HG78BDG.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/o/4/x/c11-2021-rmx3231-realme-original-imag4j4yrdt7d9cj.jpeg?q=70,4.4,"2,13,427 Ratings","9,488 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?7,499","?7,999",,,
"realme C11 2021 (Cool Blue, 64 GB)",https://www.flipkart.com/realme-c11-2021-cool-blue-64-gb/p/itmbd856acb97c38?pid=MOBG5BCDBHPYMT5B&lid=LSTMOBG5BCDBHPYMT5BRH0C2B&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_6&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG5BCDBHPYMT5B.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/o/4/x/c11-2021-rmx3231-realme-original-imag4j4yrdt7d9cj.jpeg?q=70,4.3,"1,86,771 Ratings","10,375 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?8,999","?9,999",,,
"realme C11 2021 (Cool Grey, 64 GB)",https://www.flipkart.com/realme-c11-2021-cool-grey-64-gb/p/itmbd856acb97c38?pid=MOBG5BCDJ68N57TH&lid=LSTMOBG5BCDJ68N57THYT3XBW&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_7&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG5BCDJ68N57TH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/mobile/s/b/8/c11-2021-rmx3231-realme-original-imag4j4xkqchhfxk.jpeg?q=70,4.3,"1,86,771 Ratings","10,375 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,"?8,999","?9,999",,,
"realme C31 (Light Silver, 32 GB)",https://www.flipkart.com/realme-c31-light-silver-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVA3DANQNQH&lid=LSTMOBGCGVA3DANQNQHPKNMV9&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_8&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVA3DANQNQH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/f/t/x/-original-imagcyj4unsxhadw.jpeg?q=70,4.5,"19,072 Ratings",729 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?7,999","?10,999",,,
"realme C31 (Dark Green, 32 GB)",https://www.flipkart.com/realme-c31-dark-green-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVAXYT3EGYR&lid=LSTMOBGCGVAXYT3EGYRW8CSTQ&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_9&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVAXYT3EGYR.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/p/r/0/-original-imagcyj2prahc4pk.jpeg?q=70,4.5,"19,072 Ratings",729 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?7,999","?10,999",,,
"SAMSUNG Galaxy F12 (Sea Green, 64 GB)",https://www.flipkart.com/samsung-galaxy-f12-sea-green-64-gb/p/itm4d3582cd695fd?pid=MOBGFG794YPQ9RAE&lid=LSTMOBGFG794YPQ9RAEGUPPTW&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_10&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG794YPQ9RAE.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?9,499","?12,999",,,
"realme C31 (Dark Green, 64 GB)",https://www.flipkart.com/realme-c31-dark-green-64-gb/p/itme0f2960da9bbb?pid=MOBGCGVAZXRCZJNE&lid=LSTMOBGCGVAZXRCZJNEAEVV0M&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_11&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVAZXRCZJNE.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/p/r/0/-original-imagcyj2prahc4pk.jpeg?q=70,4.4,"19,460 Ratings",986 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?9,999","?11,999",,,
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f12-sky-blue-128-gb/p/itmbe3d99dae33a0?pid=MOBGFG79BPTJWHKS&lid=LSTMOBGFG79BPTJWHKSOYSLM0&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_12&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79BPTJWHKS.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/9/k/s/galaxy-f12-sm-f127glbiins-samsung-original-imagftmhhhvghq7w.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?10,499","?13,999",,,
"REDMI 9i Sport (Carbon Black, 64 GB)",https://www.flipkart.com/redmi-9i-sport-carbon-black-64-gb/p/itm17ed463dc779a?pid=MOBG6WQWRGRRDBH6&lid=LSTMOBG6WQWRGRRDBH6DJKEOT&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_13&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG6WQWRGRRDBH6.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/p/8/u/9i-sport-mzb0a5iin-redmi-original-imag785qegs5ghyy.jpeg?q=70,4.4,"1,21,080 Ratings","6,908 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery,"?8,799","?9,999",,,
"REDMI 9i Sport (Metallic Blue, 64 GB)",https://www.flipkart.com/redmi-9i-sport-metallic-blue-64-gb/p/itmeb95d0b4616cc?pid=MOBG6WQWQZZMGQCU&lid=LSTMOBG6WQWQZZMGQCUPYXGVY&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_14&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG6WQWQZZMGQCU.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/x/x/t/9i-sport-mzb0a10in-redmi-original-imag785rwf3q8sft.jpeg?q=70,4.4,"1,21,080 Ratings","6,908 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery,"?8,799","?9,999",,,
"POCO C31 (Royal Blue, 32 GB)",https://www.flipkart.com/poco-c31-royal-blue-32-gb/p/itm9656ebd21e0b3?pid=MOBG73E7ZBHHQ3RB&lid=LSTMOBG73E7ZBHHQ3RBDYSPVO&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_15&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7ZBHHQ3RB.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/p/e/4/c31-mzb0a0jin-poco-original-imag7bzqxgdhgf2n.jpeg?q=70,4.4,"59,520 Ratings","3,582 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?8,999","?10,999",,,
"REDMI 9i Sport (Coral Green, 64 GB)",https://www.flipkart.com/redmi-9i-sport-coral-green-64-gb/p/itmb5e8d8186b602?pid=MOBG6WQWJRFZ5WDG&lid=LSTMOBG6WQWJRFZ5WDGEZXWFI&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_16&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG6WQWJRFZ5WDG.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/m/w/p/9i-sport-mzb0a0yin-redmi-original-imag785ryfspqg3a.jpeg?q=70,4.4,"1,21,080 Ratings","6,908 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Li-Polymer Battery,"?8,799","?9,999",,,
"realme C31 (Light Silver, 64 GB)",https://www.flipkart.com/realme-c31-light-silver-64-gb/p/itme0f2960da9bbb?pid=MOBGCGVAGUHQ9HNJ&lid=LSTMOBGCGVAGUHQ9HNJSTKURO&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_17&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGCGVAGUHQ9HNJ.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/f/t/x/-original-imagcyj4unsxhadw.jpeg?q=70,4.4,"19,460 Ratings",986 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD Display,13MP + 2MP + 0.3MP | 5MP Front Camera,5000 mAh Battery,"?9,999","?11,999",,,
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)",https://www.flipkart.com/samsung-galaxy-f12-sea-green-128-gb/p/itm632faa123e085?pid=MOBGFG79ZZFRGZ7U&lid=LSTMOBGFG79ZZFRGZ7UZNFTWL&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_18&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79ZZFRGZ7U.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/a/q/8/galaxy-f12-sm-f127gzgiins-samsung-original-imagftmjw3xqg4yk.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?10,499","?13,999",,,
"SAMSUNG Galaxy F12 (Celestial Black, 128 GB)",https://www.flipkart.com/samsung-galaxy-f12-celestial-black-128-gb/p/itm794cccf7936c0?pid=MOBGFG79NWFGVZRY&lid=LSTMOBGFG79NWFGVZRY2SAHUS&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_19&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGFG79NWFGVZRY.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/6/o/e/galaxy-f12-sm-f127gzkgins-samsung-original-imagftmhuqq3arbg.jpeg?q=70,4.3,"2,82,426 Ratings","22,682 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.55 cm (6.515 inch) HD+ Display,48MP + 5MP + 2MP + 2MP | 8MP Front Camera,6000 mAh Lithium-ion Battery,"?10,499","?13,999",,,
"Infinix HOT 12 Play (Horizon Blue, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-horizon-blue-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYCFZA7BRB&lid=LSTMOBGE2KYCFZA7BRBUNTJVL&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_20&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGE2KYCFZA7BRB.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/j/o/x/-original-imagehxy5hzshkdv.jpeg?q=70,4.3,"21,799 Ratings","1,850 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,"?8,999","?11,999",,,
"Infinix HOT 12 Play (Daylight Green, 64 GB)",https://www.flipkart.com/infinix-hot-12-play-daylight-green-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KY6JUTSNCP&lid=LSTMOBGE2KY6JUTSNCPGWOMYY&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGE2KY6JUTSNCP.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l3dcl8w0/mobile/c/q/t/-original-imageg2rjgezh6yf.jpeg?q=70,4.3,"21,799 Ratings","1,850 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Lens | 8MP Front Camera,6000 mAh Li-ion Polymer Battery,"?8,999","?11,999",,,
"REDMI 10 (Pacific Blue, 64 GB)",https://www.flipkart.com/redmi-10-pacific-blue-64-gb/p/itm0f2a6a2112b75?pid=MOBGC9GYCHQZK9GW&lid=LSTMOBGC9GYCHQZK9GW1PUFXX&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBGC9GYCHQZK9GW.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/l0tweq80/mobile/w/r/t/-original-imagcgtgwg5taegn.jpeg?q=70,4.4,"37,122 Ratings","2,250 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,"?9,999","?14,999",,,
"POCO C31 (Shadow Gray, 32 GB)",https://www.flipkart.com/poco-c31-shadow-gray-32-gb/p/itmffefb8bb085e3?pid=MOBG73E7VZH7XHJY&lid=LSTMOBG73E7VZH7XHJYYXFO9I&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBG73E7VZH7XHJY.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/mobile/b/o/m/c31-mzb0a0min-poco-original-imag7bzqxekkpkrv.jpeg?q=70,4.4,"59,520 Ratings","3,582 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,"?8,999","?10,999",,,
"ASUS ROG Phone 3 (Black, 128 GB)",https://www.flipkart.com/asus-rog-phone-3-black-128-gb/p/itmf8623d755871d?pid=MOBFUXPBV3TFMPAH&lid=LSTMOBFUXPBV3TFMPAHAGA7SX&marketplace=FLIPKART&q=mobile+phones&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&iid=cdd315e6-6e53-4eb5-9476-f7a74c02ca5b.MOBFUXPBV3TFMPAH.SEARCH&ssid=izb5az5bjk0000001657562879475&qH=a81ad6e72f7a2fd1,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/mobile/g/h/e/asus-rog-phone-3-zs661ks-6a006in-original-imaftwc6nmyuyekd.jpeg?q=70,4.4,"4,386 Ratings",695 Reviews,12 GB RAM | 128 GB ROM,16.74 cm (6.59 inch) Full HD+ Display,64MP + 13MP + 5MP | 24MP Front Camera,6000 mAh Lithium Polymer Battery,"?49,999","?57,999",,,
